general_params = {
fan_speed = 0.000000,
angular_kp = 0.042000,
angular_ki = 0.000210,
angular_kd = 0.050000,
angular_acc_feed_forward_k = 0.000400,
angular_brake_feed_forward_k = 0.000400,
angular_vel_feed_forward_k = 0.004000,
linear_vel_acc_feed_forward_k = 0.031250,
linear_vel_brake_feed_forward_k = 0.018000,
linear_vel_feed_forward_k = 0.105000,
wall_kp = 0.005000,
wall_ki = 0.000000,
wall_kd = 0.000000,
linear_vel_kp = 2.500000,
linear_vel_ki = 0.010000,
linear_vel_kd = 25.000000,
diagonal_walls_kp = 0.000000,
diagonal_walls_ki = 0.000000,
diagonal_walls_kd = 0.000000,
start_wall_break_mm_left = 5.500000,
start_wall_break_mm_right = 7.200000,
enable_wall_break_correction = 0.000000,
max_linear_acc_jerk = 40.000000,
max_linear_brake_jerk = 40.000000,
wheel_radius_mm = 13.200000,
coulomb_ff = 0.130000,
angular_coulomb_ff = 0.000000,
angular_static_ff = 0.000000,
};
t;Vel;TgtVel;AngVel;TgtAngVel;PWM_L;PWM_R;ImuDiff;PosX;PosY;Angle;Dist;SensL;SensFL;SensFR;SensR
0.0;0.0000;0.0000;0.0023;0.0298;-7;5;-0.0049;0.0000;0.0000;-0.0109;-0.2439;180.9;300.0;300.0;159.8
0.5;0.0000;0.0000;-0.0015;0.0298;-1;-1;-0.0049;0.0000;0.0000;-0.0109;-0.2439;180.9;300.0;300.0;159.8
1.0;0.0000;0.0000;-0.0038;0.0244;1;-1;-0.0049;0.0000;0.0000;-0.0109;-0.2439;180.6;300.0;300.0;159.8
1.5;0.0000;0.0000;-0.0015;0.0244;-1;-1;-0.0049;0.0000;0.0000;-0.0109;-0.2439;180.6;300.0;300.0;159.8
2.0;0.0000;0.0000;-0.0008;0.0298;-1;1;-0.0049;0.0000;0.0000;-0.0109;-0.2439;180.9;300.0;300.0;159.8
2.5;0.0000;0.0000;0.0000;0.0298;-1;1;-0.0049;0.0000;0.0000;-0.0109;-0.2439;180.9;300.0;300.0;159.8
3.0;0.0000;0.0000;-0.0015;0.0298;-1;1;-0.0049;0.0000;0.0000;-0.0109;-0.2439;180.9;300.0;300.0;159.8
3.5;0.0000;0.0000;-0.0023;0.0244;1;-1;-0.0049;0.0000;0.0000;-0.0109;-0.2439;180.6;300.0;300.0;159.8
4.0;0.0000;0.0000;-0.0031;0.0244;1;1;-0.0049;0.0000;0.0000;-0.0109;-0.2439;180.6;300.0;300.0;159.5
4.5;0.0000;0.0005;-0.0008;0.0244;1;1;-0.0049;0.0000;0.0000;-0.0109;-0.2439;180.6;300.0;300.0;159.5
5.0;0.0000;0.0005;-0.0038;0.0244;1;1;-0.0049;0.0000;0.0000;-0.0109;-0.2439;180.6;300.0;300.0;159.8
