Time(ms);ActualLinearVel;TargetLinearVel;ActualAngularVel;TargetAngularVel;PWML;PWMR;ImuDiff;Battery(mV);PosX(m);PosY(m);Angle(rad);Dist
0;-0.0000;-0.0000;-0.0345;-0.0000;1;1;0;11949;0.0000;0.0000;-0.0109;-0.0244
1;-0.0000;0.0037;-0.0345;-0.0000;3;3;0;11949;0.0000;0.0000;-0.0109;-0.0244
2;-0.0000;0.0037;-0.0345;-0.0000;5;5;0;11949;0.0000;0.0000;-0.0109;-0.0244
3;-0.0000;0.0074;-0.0345;-0.0000;7;7;0;11949;0.0000;0.0000;-0.0109;-0.0244
4;-0.0000;0.0074;-0.0345;-0.0000;9;9;0;11949;0.0000;0.0000;-0.0109;-0.0244
5;-0.0000;0.0111;-0.0345;-0.0000;13;13;0;11949;0.0000;0.0000;-0.0109;-0.0244
6;-0.0000;0.0111;-0.0345;-0.0000;15;15;0;11949;0.0000;0.0000;-0.0109;-0.0244
7;-0.0000;0.0148;-0.0345;-0.0000;17;17;0;11949;0.0000;0.0000;-0.0109;-0.0244
8;-0.0000;0.0148;-0.0345;-0.0000;19;19;0;11949;0.0000;0.0000;-0.0109;-0.0244
9;-0.0000;0.0185;-0.0345;-0.0000;21;21;0;11949;0.0000;0.0000;-0.0109;-0.0244
10;-0.0000;0.0185;-0.0345;-0.0000;22;22;0;11949;0.0000;0.0000;-0.0109;-0.0244
11;-0.0000;0.0222;-0.0345;-0.0000;24;26;0;11949;0.0000;0.0000;-0.0109;-0.0244
12;-0.0000;0.0259;-0.0345;-0.0000;28;28;0;11949;0.0000;0.0000;-0.0109;-0.0244
13;-0.0000;0.0259;-0.0345;-0.0000;30;30;0;11949;0.0000;0.0000;-0.0109;-0.0244
14;-0.0000;0.0296;-0.0345;-0.0000;32;32;0;11949;0.0000;0.0000;-0.0109;-0.0244
15;-0.0000;0.0296;-0.0000;-0.0000;34;34;0;11949;0.0000;0.0000;-0.0109;-0.0244
16;-0.0000;0.0333;-0.0000;-0.0000;38;38;0;11949;0.0000;0.0000;-0.0109;-0.0244
17;-0.0000;0.0333;-0.0000;-0.0000;40;40;0;11949;0.0000;0.0000;-0.0109;-0.0244
18;-0.0000;0.0370;-0.0345;-0.0000;44;44;0;11949;0.0000;0.0000;-0.0109;-0.0244
19;-0.0000;0.0370;-0.0345;-0.0000;46;46;0;11949;0.0000;0.0000;-0.0109;-0.0244
20;-0.0000;0.0407;-0.0000;-0.0000;48;48;0;11949;0.0000;0.0000;-0.0109;-0.0244
21;-0.0000;0.0407;-0.0000;-0.0000;52;52;0;11897;0.0000;0.0000;-0.0109;-0.0244
22;0.0037;0.0444;0.0690;-0.0000;50;50;0;11949;0.0382;0.0000;-0.0109;-0.0244
23;0.0111;0.0444;0.1724;-0.0000;46;44;0;11897;0.0763;0.0000;0.0111;-0.0244
24;0.0148;0.0481;0.3103;-0.0000;44;36;0;11897;0.1145;0.0000;0.0331;-0.0244
25;0.0222;0.0519;0.2069;-0.0000;38;34;0;11897;0.1527;0.0000;0.0331;-0.0244
26;0.0259;0.0519;-0.0000;-0.0000;34;34;0;11949;0.1527;0.0000;0.0331;-0.0244
27;0.0333;0.0556;-0.2414;-0.0000;28;34;0;11949;0.1527;0.0000;0.0331;-0.0244
28;0.0370;0.0556;-0.3448;-0.0000;26;32;0;11949;0.1527;0.0000;0.0111;-0.0244
29;0.0407;0.0593;-0.4483;-0.0000;22;32;0;11949;0.1908;0.0000;-0.0109;-0.0244
30;0.0481;0.0593;-0.4138;-0.0000;19;26;0;11949;0.2672;0.0000;-0.0328;-0.0244
31;0.0519;0.0630;-0.3793;-0.0000;19;24;0;11949;0.3511;-0.0076;-0.0548;-0.0244
32;0.0519;0.0630;-0.3793;-0.0000;19;24;0;11949;0.3893;-0.0076;-0.0768;-0.0244
33;0.0556;0.0667;-0.4138;-0.0000;17;24;0;11949;0.3893;-0.0076;-0.0988;-0.0244
34;0.0593;0.0667;-0.3793;-0.0000;19;24;0;11949;0.4275;-0.0076;-0.1207;-0.0244
35;0.0593;0.0704;-0.2759;-0.0000;19;24;0;11949;0.4656;-0.0076;-0.1427;-0.0244
36;0.0630;0.0704;-0.2414;-0.0000;21;24;0;11949;0.5038;-0.0076;-0.1427;-0.0244
37;0.0630;0.0741;-0.2069;-0.0000;21;24;0;11949;0.5420;-0.0076;-0.1647;-0.0244
38;0.0630;0.0778;-0.1724;-0.0000;22;26;0;11949;0.5420;-0.0076;-0.1647;-0.0244
39;0.0667;0.0778;-0.1724;-0.0000;22;26;0;11949;0.5802;-0.0076;-0.1867;0.0556
40;0.0667;0.0815;-0.2069;-0.0000;24;28;0;11949;0.5802;-0.0076;-0.1867;0.0556
41;0.0667;0.0815;-0.2069;-0.0000;24;30;0;11949;0.6183;-0.0076;-0.2086;0.0556
42;0.0667;0.0852;-0.2069;-0.0000;26;30;0;11949;0.6641;-0.0076;-0.2086;0.0556
43;0.0704;0.0852;-0.2069;-0.0000;28;32;0;11949;0.6641;-0.0076;-0.2306;0.0556
44;0.0704;0.0889;-0.1724;-0.0000;30;34;0;11949;0.7023;-0.0076;-0.2306;0.0556
45;0.0704;0.0889;-0.1379;-0.0000;32;34;0;11949;0.7023;-0.0076;-0.2526;0.0556
46;0.0704;0.0926;-0.1034;-0.0000;34;36;0;11949;0.7405;-0.0076;-0.2526;0.0556
47;0.0704;0.0926;-0.1034;-0.0000;36;38;0;11949;0.7786;-0.0076;-0.2526;0.0556
48;0.0704;0.0963;-0.0690;-0.0000;38;40;0;11949;0.7786;-0.0076;-0.2526;0.0556
49;0.0741;0.1000;0.0345;-0.0000;42;40;0;11949;0.8168;-0.0076;-0.2526;0.0556
50;0.0741;0.1000;0.1379;-0.0000;46;42;0;11949;0.8168;-0.0076;-0.2526;0.0556
51;0.0741;0.1037;0.1724;-0.0000;48;44;0;11949;0.8550;-0.0076;-0.2306;0.0556
52;0.0741;0.1037;0.2759;-0.0000;50;46;0;11897;0.8931;-0.0076;-0.2086;0.0556
53;0.0741;0.1074;0.2759;-0.0000;54;48;0;11897;0.9771;-0.0076;-0.2086;0.0556
54;0.0741;0.1074;0.2759;-0.0000;56;50;0;11897;1.0153;-0.0076;-0.1867;0.0556
55;0.0741;0.1111;0.0690;-0.0000;56;54;0;11897;1.0916;-0.0076;-0.1867;0.0556
56;0.0741;0.1111;-0.1379;-0.0000;56;60;0;11846;1.1679;-0.0076;-0.1867;0.0556
57;0.0741;0.1148;-0.2759;-0.0000;58;62;0;11897;1.2443;-0.0076;-0.2086;0.0556
58;0.0741;0.1148;-0.2759;-0.0000;60;65;0;11846;1.3282;-0.0076;-0.2086;0.0556
59;0.0741;0.1185;-0.2759;-0.0000;62;67;0;11846;1.4046;-0.0076;-0.2306;0.1355
60;0.0778;0.1185;-0.1724;-0.0000;62;65;0;11846;1.5191;-0.0076;-0.2306;0.1355
61;0.0852;0.1222;-0.1034;-0.0000;56;60;0;11846;1.6794;-0.0076;-0.2526;0.1355
62;0.0852;0.1259;-0.1034;-0.0000;60;64;0;11846;1.7557;-0.0076;-0.2526;0.1355
63;0.0926;0.1259;-0.0690;-0.0000;56;60;0;11795;1.9160;-0.0076;-0.2526;0.1355
64;0.1000;0.1296;-0.1034;-0.0000;52;56;0;11846;2.0687;-0.0076;-0.2526;0.1355
65;0.1037;0.1296;-0.0690;-0.0000;50;52;0;11846;2.2290;-0.0076;-0.2526;0.2155
66;0.1111;0.1333;-0.0345;-0.0000;48;48;0;11846;2.3817;-0.0076;-0.2526;0.2155
67;0.1111;0.1333;-0.0000;-0.0000;50;50;0;11846;2.4962;-0.0153;-0.2526;0.2155
68;0.1111;0.1370;0.0345;-0.0000;52;52;0;11897;2.6565;-0.0153;-0.2526;0.2155
69;0.1111;0.1370;-0.0345;-0.0000;52;54;0;11897;2.7710;-0.0153;-0.2526;0.2155
70;0.1148;0.1407;-0.1379;-0.0000;50;54;0;11846;2.9313;-0.0153;-0.2526;0.2155
71;0.1222;0.1407;-0.2414;-0.0000;44;48;0;11897;3.1221;-0.0153;-0.2746;0.2955
72;0.1259;0.1444;-0.3448;-0.0000;40;50;0;11897;3.2824;-0.0153;-0.2965;0.2955
73;0.1296;0.1444;-0.3793;-0.0000;40;48;0;11897;3.4351;-0.0153;-0.3185;0.2955
74;0.1333;0.1481;-0.3793;-0.0000;38;48;0;11897;3.5954;-0.0153;-0.3405;0.2955
75;0.1333;0.1519;-0.4138;-0.0000;38;48;0;11897;3.7481;-0.0153;-0.3624;0.3754
76;0.1370;0.1519;-0.3448;-0.0000;40;48;0;11897;3.9084;-0.0153;-0.3844;0.3754
77;0.1333;0.1556;-0.2759;-0.0000;46;52;0;11897;4.0229;-0.0229;-0.3844;0.3754
78;0.1296;0.1556;-0.1724;-0.0000;54;60;0;11897;4.1450;-0.0229;-0.4064;0.3754
79;0.1296;0.1593;-0.0345;-0.0000;56;58;0;11897;4.2977;-0.0229;-0.4064;0.3754
80;0.1333;0.1593;0.0345;-0.0000;56;58;0;11846;4.4580;-0.0229;-0.4064;0.3754
81;0.1407;0.1630;0.1379;-0.0000;54;52;0;11846;4.6489;-0.0229;-0.3844;0.4554
82;0.1481;0.1630;0.3793;-0.0000;50;42;0;11897;4.8855;-0.0229;-0.3624;0.4554
83;0.1481;0.1667;0.4138;-0.0000;52;44;0;11897;5.0458;-0.0229;-0.3405;0.4554
84;0.1481;0.1667;0.3448;-0.0000;52;46;0;11897;5.1985;-0.0305;-0.3185;0.4554
85;0.1519;0.1704;0.1034;-0.0000;52;50;0;11846;5.3588;-0.0305;-0.3185;0.5353
86;0.1519;0.1704;-0.1379;-0.0000;52;54;0;11897;5.5115;-0.0305;-0.3185;0.5353
87;0.1519;0.1741;-0.4138;-0.0000;50;60;0;11846;5.6718;-0.0305;-0.3405;0.5353
88;0.1556;0.1778;-0.5517;-0.0000;48;60;0;11846;5.8626;-0.0305;-0.3844;0.5353
89;0.1556;0.1778;-0.6552;-0.0000;48;62;0;11897;6.0229;-0.0305;-0.4064;0.5353
90;0.1630;0.1815;-0.5172;-0.0000;44;56;0;11897;6.2519;-0.0305;-0.4503;0.6153
91;0.1667;0.1815;-0.3103;-0.0000;46;54;0;11846;6.4504;-0.0382;-0.4723;0.6153
92;0.1704;0.1852;-0.1724;-0.0000;46;52;0;11846;6.6489;-0.0382;-0.4723;0.6153
93;0.1704;0.1852;-0.0000;-0.0000;48;50;0;11897;6.8397;-0.0382;-0.4723;0.6153
94;0.1741;0.1889;0.0690;-0.0000;50;48;0;11897;7.0382;-0.0382;-0.4723;0.6953
95;0.1741;0.1889;0.1379;-0.0000;50;48;0;11897;7.2290;-0.0382;-0.4503;0.6953
96;0.1778;0.1926;0.1724;-0.0000;52;48;0;11897;7.4275;-0.0458;-0.4503;0.6953
97;0.1815;0.1926;0.1379;-0.0000;48;46;0;11897;7.6641;-0.0458;-0.4284;0.6953
98;0.1889;0.1963;0.0690;-0.0000;44;42;0;11897;7.9008;-0.0458;-0.4284;0.7752
99;0.1926;0.2000;0.0690;-0.0000;40;40;0;11897;8.1298;-0.0458;-0.4284;0.7752
100;0.1926;0.2000;-0.0000;-0.0000;42;44;0;11897;8.3282;-0.0534;-0.4284;0.7752
101;0.1926;0.2037;-0.1034;-0.0000;44;46;0;11897;8.5267;-0.0534;-0.4284;0.7752
102;0.1926;0.2037;-0.1724;-0.0000;46;50;0;11897;8.7176;-0.0534;-0.4284;0.8552
103;0.1926;0.2074;-0.1724;-0.0000;48;52;0;11897;8.9160;-0.0534;-0.4503;0.8552
104;0.1963;0.2074;-0.1724;-0.0000;46;50;0;11897;9.1527;-0.0534;-0.4503;0.8552
105;0.2000;0.2111;-0.1379;-0.0000;44;48;0;11897;9.3817;-0.0611;-0.4723;0.9351
106;0.2037;0.2111;-0.0690;-0.0000;44;46;0;11897;9.6183;-0.0611;-0.4723;0.9351
107;0.2074;0.2148;-0.0000;-0.0000;44;44;0;11949;9.8550;-0.0611;-0.4723;0.9351
108;0.2111;0.2148;0.0345;-0.0000;44;44;0;11949;10.0916;-0.0611;-0.4503;0.9351
109;0.2074;0.2185;0.1034;-0.0000;48;48;0;11897;10.2824;-0.0611;-0.4503;1.0151
110;0.2074;0.2185;0.1379;-0.0000;52;50;0;11949;10.4809;-0.0687;-0.4503;1.0151
111;0.2074;0.2222;0.1379;-0.0000;52;50;0;11897;10.7176;-0.0687;-0.4284;1.0151
112;0.2111;0.2259;0.1379;-0.0000;52;50;0;11897;10.9466;-0.0687;-0.4284;1.0951
113;0.2148;0.2259;0.1034;-0.0000;52;50;0;11897;11.1832;-0.0687;-0.4284;1.0951
114;0.2185;0.2296;0.1034;-0.0000;48;46;0;11897;11.4580;-0.0763;-0.4064;1.0951
115;0.2185;0.2296;0.0690;-0.0000;52;52;0;11897;11.6565;-0.0763;-0.4064;1.0951
116;0.2148;0.2333;-0.0000;-0.0000;56;58;0;11897;11.8473;-0.0763;-0.4064;1.1750
117;0.2111;0.2333;-0.0690;-0.0000;60;62;0;11897;12.0458;-0.0763;-0.4064;1.1750
118;0.2185;0.2370;-0.1034;-0.0000;56;60;0;11897;12.3206;-0.0763;-0.4064;1.1750
119;0.2222;0.2370;-0.1724;-0.0000;52;58;0;11846;12.5878;-0.0840;-0.4284;1.2550
120;0.2296;0.2407;-0.3103;-0.0000;48;56;0;11846;12.8626;-0.0840;-0.4284;1.2550
121;0.2333;0.2407;-0.2759;-0.0000;46;54;0;11897;13.1374;-0.0840;-0.4503;1.2550
122;0.2370;0.2444;-0.2759;-0.0000;44;52;0;11897;13.4504;-0.0840;-0.4723;1.3349
123;0.2370;0.2444;-0.2069;-0.0000;48;54;0;11897;13.6870;-0.0916;-0.4723;1.3349
124;0.2370;0.2481;-0.0690;-0.0000;52;56;0;11897;13.9237;-0.0916;-0.4943;1.3349
125;0.2370;0.2519;-0.0000;-0.0000;56;56;0;11897;14.1527;-0.0916;-0.4723;1.4149
126;0.2370;0.2519;0.1379;-0.0000;60;58;0;11846;14.4275;-0.0992;-0.4723;1.4149
127;0.2407;0.2556;0.1724;-0.0000;58;56;0;11846;14.7023;-0.0992;-0.4723;1.4149
128;0.2481;0.2556;0.1724;-0.0000;54;50;0;11897;15.0153;-0.0992;-0.4503;1.4949
129;0.2519;0.2593;0.1724;-0.0000;50;46;0;11846;15.3282;-0.0992;-0.4284;1.4949
130;0.2556;0.2593;0.0690;-0.0000;48;48;0;11897;15.6031;-0.1069;-0.4284;1.4949
131;0.2519;0.2630;-0.1034;-0.0000;50;54;0;11897;15.8397;-0.1069;-0.4503;1.5748
132;0.2519;0.2630;-0.2069;-0.0000;54;60;0;11897;16.0763;-0.1069;-0.4503;1.5748
133;0.2556;0.2667;-0.1724;-0.0000;50;56;0;11897;16.3893;-0.1069;-0.4503;1.5748
134;0.2556;0.2667;-0.1379;-0.0000;56;60;0;11846;16.6183;-0.1145;-0.4723;1.6548
135;0.2556;0.2704;-0.1379;-0.0000;56;60;0;11897;16.8931;-0.1145;-0.4723;1.6548
136;0.2630;0.2704;-0.1034;-0.0000;54;56;0;11846;17.2061;-0.1145;-0.4723;1.6548
137;0.2667;0.2741;-0.0690;-0.0000;50;54;0;11846;17.5573;-0.1221;-0.4723;1.7348
138;0.2704;0.2778;0.0345;-0.0000;50;50;0;11897;17.8702;-0.1221;-0.4723;1.7348
139;0.2704;0.2778;0.0345;-0.0000;52;52;0;11897;18.1450;-0.1221;-0.4723;1.8147
140;0.2741;0.2815;0.0345;-0.0000;50;50;0;11897;18.4580;-0.1298;-0.4723;1.8147
141;0.2741;0.2815;0.0690;-0.0000;52;52;0;11897;18.7328;-0.1298;-0.4723;1.8147
142;0.2741;0.2852;0.1379;-0.0000;56;54;0;11897;19.0076;-0.1298;-0.4503;1.8947
143;0.2778;0.2852;0.0690;-0.0000;54;54;0;11897;19.3206;-0.1374;-0.4503;1.8947
144;0.2815;0.2889;0.0690;-0.0000;52;52;0;11897;19.6336;-0.1374;-0.4503;1.8947
145;0.2852;0.2889;0.0345;-0.0000;50;52;0;11897;19.9466;-0.1374;-0.4503;1.9746
146;0.2889;0.2926;-0.0000;-0.0000;50;52;0;11897;20.2595;-0.1450;-0.4503;1.9746
147;0.2852;0.2926;-0.0000;-0.0000;54;56;0;11897;20.5344;-0.1450;-0.4503;1.9746
148;0.2852;0.2963;-0.0345;-0.0000;58;60;0;11846;20.8092;-0.1450;-0.4503;2.0546
149;0.2926;0.3000;-0.0000;-0.0000;52;54;0;11897;21.1603;-0.1450;-0.4503;2.0546
150;0.2889;0.3000;0.0345;-0.0000;56;58;0;11897;21.4733;-0.1527;-0.4503;2.1346
151;0.2926;0.3037;0.0345;-0.0000;56;58;0;11846;21.7863;-0.1527;-0.4284;2.1346
152;0.2963;0.3037;0.0690;-0.0000;54;54;0;11897;22.1374;-0.1527;-0.4284;2.1346
153;0.3037;0.3074;0.0345;-0.0000;50;52;0;11897;22.4886;-0.1603;-0.4284;2.2145
154;0.3037;0.3074;0.0345;-0.0000;52;52;0;11897;22.8015;-0.1603;-0.4284;2.2145
155;0.3037;0.3111;0.0690;-0.0000;52;54;0;11897;23.1145;-0.1603;-0.4284;2.2945
156;0.3074;0.3111;-0.0000;-0.0000;50;52;0;11897;23.4657;-0.1679;-0.4284;2.2945
157;0.3074;0.3148;0.0690;-0.0000;52;54;0;11897;23.7786;-0.1679;-0.4064;2.3744
158;0.3074;0.3148;0.1034;-0.0000;54;54;0;11897;24.0916;-0.1679;-0.4064;2.3744
159;0.3111;0.3185;0.1034;-0.0000;56;56;0;11897;24.4046;-0.1679;-0.4064;2.3744
160;0.3185;0.3185;0.1034;-0.0000;52;50;0;11897;24.7939;-0.1756;-0.3844;2.4544
161;0.3185;0.3222;0.1034;-0.0000;50;50;0;11897;25.1450;-0.1756;-0.3844;2.4544
162;0.3185;0.3259;0.0690;-0.0000;52;54;0;11897;25.4962;-0.1756;-0.3844;2.5344
163;0.3185;0.3259;0.0345;-0.0000;56;56;0;11897;25.8092;-0.1832;-0.3844;2.5344
164;0.3185;0.3296;0.0690;-0.0000;58;58;0;11897;26.1221;-0.1832;-0.3624;2.5344
165;0.3259;0.3296;0.1034;-0.0000;54;54;0;11846;26.5191;-0.1832;-0.3624;2.6143
166;0.3296;0.3333;0.1034;-0.0000;50;50;0;11897;26.9084;-0.1908;-0.3624;2.6143
167;0.3333;0.3333;0.0690;-0.0000;50;50;0;11897;27.2595;-0.1908;-0.3624;2.6943
168;0.3333;0.3370;0.1034;-0.0000;50;50;0;11897;27.6107;-0.1908;-0.3405;2.6943
169;0.3333;0.3370;0.0345;-0.0000;54;56;0;11897;27.9237;-0.1908;-0.3405;2.7742
170;0.3296;0.3407;0.0345;-0.0000;58;60;0;11897;28.2366;-0.1985;-0.3405;2.7742
171;0.3370;0.3407;0.1379;-0.0000;56;56;0;11897;28.6260;-0.1985;-0.3405;2.8542
172;0.3370;0.3444;0.1379;-0.0000;58;56;0;11846;28.9771;-0.1985;-0.3185;2.8542
173;0.3407;0.3444;0.1034;-0.0000;58;56;0;11846;29.3359;-0.1985;-0.3185;2.8542
174;0.3407;0.3481;0.1379;-0.0000;58;58;0;11897;29.6870;-0.2061;-0.2965;2.9342
175;0.3407;0.3519;0.1034;-0.0000;60;60;0;11846;30.0382;-0.2061;-0.2965;2.9342
176;0.3444;0.3519;0.1034;-0.0000;56;56;0;11846;30.4275;-0.2061;-0.2965;3.0141
177;0.3481;0.3556;0.1379;-0.0000;58;58;0;11897;30.7786;-0.2061;-0.2746;3.0141
178;0.3481;0.3556;0.1034;-0.0000;60;60;0;11846;31.1298;-0.2137;-0.2746;3.0941
179;0.3444;0.3593;0.1379;-0.0000;65;65;0;11846;31.4427;-0.2137;-0.2526;3.0941
180;0.3481;0.3593;0.1379;-0.0000;65;64;0;11846;31.8397;-0.2137;-0.2526;3.1741
181;0.3556;0.3630;0.1379;-0.0000;58;58;0;11846;32.2672;-0.2137;-0.2526;3.1741
182;0.3593;0.3630;0.1379;-0.0000;56;56;0;11846;32.6565;-0.2137;-0.2306;3.2540
183;0.3630;0.3667;0.0690;-0.0000;56;56;0;11846;33.0458;-0.2214;-0.2306;3.2540
184;0.3667;0.3667;0.0690;-0.0000;54;56;0;11897;33.4427;-0.2214;-0.2306;3.3340
185;0.3667;0.3704;0.0690;-0.0000;54;56;0;11846;33.8321;-0.2214;-0.2306;3.3340
186;0.3667;0.3704;0.0345;-0.0000;58;60;0;11846;34.1832;-0.2214;-0.2086;3.4139
187;0.3667;0.3741;0.1379;-0.0000;58;58;0;11846;34.6107;-0.2214;-0.2086;3.4139
188;0.3704;0.3778;0.1034;-0.0000;58;58;0;11897;35.0076;-0.2214;-0.2086;3.4939
189;0.3741;0.3778;0.0345;-0.0000;58;60;0;11846;35.3969;-0.2290;-0.2086;3.4939
190;0.3741;0.3815;0.1379;-0.0000;60;58;0;11846;35.7863;-0.2290;-0.1867;3.5739
191;0.3852;0.3815;0.1379;-0.0000;52;52;0;11897;36.2595;-0.2290;-0.1867;3.5739
192;0.3889;0.3852;0.1724;-0.0000;50;48;0;11897;36.6870;-0.2290;-0.1647;3.6538
193;0.3889;0.3852;0.2414;-0.0000;52;50;0;11897;37.0763;-0.2290;-0.1647;3.6538
194;0.3852;0.3889;0.1724;-0.0000;58;56;0;11897;37.4275;-0.2290;-0.1427;3.7338
195;0.3852;0.3889;0.1379;-0.0000;60;58;0;11897;37.8244;-0.2366;-0.1427;3.7338
196;0.3852;0.3926;0.2069;-0.0000;62;60;0;11846;38.2137;-0.2366;-0.1207;3.8137
197;0.3852;0.3926;0.2414;-0.0000;64;62;0;11846;38.6031;-0.2366;-0.1207;3.8137
198;0.3852;0.3963;0.2759;-0.0000;65;62;0;11897;38.9924;-0.2366;-0.0988;3.8937
199;0.3926;0.4000;0.2069;-0.0000;60;58;0;11846;39.5038;-0.2366;-0.0768;3.8937
200;0.3963;0.4000;0.1379;-0.0000;58;56;0;11846;39.9313;-0.2366;-0.0768;3.9737
201;0.4037;0.4037;0.1724;-0.0000;52;50;0;11846;40.4046;-0.2366;-0.0548;3.9737
202;0.4074;0.4037;0.1034;-0.0000;52;50;0;11897;40.8321;-0.2366;-0.0548;4.0536
203;0.4000;0.4074;0.1034;-0.0000;60;58;0;11897;41.1832;-0.2366;-0.0548;4.0536
204;0.4000;0.4074;0.1379;-0.0000;64;62;0;11846;41.6183;-0.2366;-0.0328;4.1336
205;0.3963;0.4111;0.1379;-0.0000;69;69;0;11846;42.0076;-0.2366;-0.0328;4.1336
206;0.4000;0.4111;0.1379;-0.0000;69;67;0;11846;42.4351;-0.2366;-0.0109;4.2135
207;0.4074;0.4148;0.2414;-0.0000;65;62;0;11795;42.9084;-0.2366;-0.0109;4.2135
208;0.4185;0.4148;0.1724;-0.0000;54;52;0;11846;43.4504;-0.2366;0.0111;4.2935
209;0.4259;0.4185;0.1724;-0.0000;50;48;0;11897;43.9237;-0.2366;0.0111;4.3735
210;0.4222;0.4185;0.1034;-0.0000;56;54;0;11897;44.3130;-0.2366;0.0331;4.3735
211;0.4259;0.4222;0.0690;-0.0000;52;52;0;11897;44.7863;-0.2366;0.0331;4.4534
212;0.4185;0.4259;0.1034;-0.0000;62;62;0;11897;45.1374;-0.2366;0.0331;4.4534
213;0.4148;0.4259;0.0690;-0.0000;67;67;0;11897;45.5267;-0.2366;0.0331;4.5334
214;0.4148;0.4296;0.1034;-0.0000;69;67;0;11846;45.9542;-0.2366;0.0551;4.5334
215;0.4222;0.4296;0.1724;-0.0000;65;64;0;11795;46.4275;-0.2366;0.0551;4.6133
216;0.4296;0.4333;0.1724;-0.0000;60;56;0;11846;46.9389;-0.2366;0.0770;4.6933
217;0.4407;0.4333;0.2069;-0.0000;52;46;0;11846;47.4809;-0.2366;0.0770;4.6933
218;0.4444;0.4370;0.1379;-0.0000;50;46;0;11897;47.9542;-0.2366;0.0990;4.7733
219;0.4407;0.4370;0.0690;-0.0000;56;54;0;11897;48.3435;-0.2290;0.0990;4.7733
220;0.4370;0.4407;0.1034;-0.0000;60;58;0;11897;48.7710;-0.2290;0.0990;4.8532
221;0.4333;0.4407;0.0345;-0.0000;65;65;0;11897;49.1679;-0.2290;0.0990;4.8532
222;0.4370;0.4444;0.1379;-0.0000;65;64;0;11846;49.6336;-0.2290;0.1210;4.9332
223;0.4444;0.4444;0.2414;-0.0000;62;58;0;11846;50.1450;-0.2290;0.1430;5.0132
224;0.4481;0.4481;0.2069;-0.0000;58;52;0;11846;50.6489;-0.2290;0.1430;5.0132
225;0.4519;0.4519;0.2069;-0.0000;58;54;0;11846;51.1221;-0.2290;0.1649;5.0931
226;0.4556;0.4519;0.1379;-0.0000;54;50;0;11846;51.6260;-0.2214;0.1649;5.0931
227;0.4556;0.4556;0.1379;-0.0000;60;56;0;11897;52.0611;-0.2214;0.1869;5.1731
228;0.4519;0.4556;0.1034;-0.0000;64;60;0;11897;52.4886;-0.2214;0.1869;5.1731
229;0.4481;0.4593;0.0345;-0.0000;67;65;0;11846;52.9237;-0.2214;0.1869;5.2530
230;0.4519;0.4593;0.0690;-0.0000;67;65;0;11897;53.3893;-0.2214;0.1869;5.3330
231;0.4556;0.4630;0.0690;-0.0000;64;62;0;11846;53.9008;-0.2137;0.2089;5.3330
232;0.4630;0.4630;0.0690;-0.0000;62;60;0;11846;54.4046;-0.2137;0.2089;5.4130
233;0.4704;0.4667;0.1034;-0.0000;56;52;0;11846;54.9542;-0.2137;0.2089;5.4929
234;0.4704;0.4667;0.0690;-0.0000;58;56;0;11897;55.4198;-0.2137;0.2089;5.4929
235;0.4667;0.4704;0.0690;-0.0000;64;62;0;11846;55.8550;-0.2061;0.2308;5.5729
236;0.4667;0.4704;0.0690;-0.0000;67;64;0;11846;56.3206;-0.2061;0.2308;5.5729
237;0.4667;0.4741;-0.0000;-0.0000;67;65;0;11897;56.7939;-0.2061;0.2308;5.6528
238;0.4667;0.4778;0.0345;-0.0000;69;67;0;11846;57.2595;-0.2061;0.2308;5.6528
239;0.4704;0.4778;-0.0000;-0.0000;67;65;0;11795;57.7710;-0.1985;0.2308;5.7328
240;0.4741;0.4815;-0.0000;-0.0000;65;65;0;11795;58.2824;-0.1985;0.2308;5.8128
241;0.4815;0.4815;-0.0000;-0.0000;62;60;0;11846;58.8244;-0.1985;0.2308;5.8128
242;0.4778;0.4852;0.0345;-0.0000;65;64;0;11846;59.2977;-0.1908;0.2308;5.8927
243;0.4778;0.4852;0.0345;-0.0000;67;65;0;11795;59.7634;-0.1908;0.2308;5.9727
244;0.4815;0.4889;0.1034;-0.0000;67;64;0;11846;60.2748;-0.1908;0.2528;5.9727
245;0.4815;0.4889;0.1379;-0.0000;71;67;0;11846;60.7405;-0.1908;0.2528;6.0526
246;0.4815;0.4926;0.1724;-0.0000;73;67;0;11795;61.2519;-0.1832;0.2748;6.0526
247;0.4852;0.4926;0.1034;-0.0000;71;67;0;11795;61.7634;-0.1832;0.2748;6.1326
248;0.4926;0.4963;-0.0690;-0.0000;65;65;0;11846;62.3053;-0.1832;0.2748;6.2126
249;0.4926;0.5000;-0.0345;-0.0000;67;65;0;11846;62.8168;-0.1756;0.2748;6.2126
250;0.4963;0.5000;-0.0345;-0.0000;62;62;0;11795;63.3664;-0.1756;0.2748;6.2925
251;0.5000;0.5000;-0.0690;-0.0000;60;60;0;11846;63.8702;-0.1756;0.2528;6.3725
252;0.5037;0.5000;-0.1034;-0.0000;56;56;0;11846;64.4198;-0.1679;0.2528;6.3725
253;0.5000;0.5000;-0.0690;-0.0000;60;58;0;11846;64.9313;-0.1679;0.2528;6.4525
254;0.4889;0.5000;-0.0345;-0.0000;69;69;0;11846;65.3206;-0.1679;0.2528;6.5324
