Time(ms);ActualLinearVel;TargetLinearVel;ActualAngularVel;TargetAngularVel;PWML;PWMR;ImuDiff;VelP;VelI;AngP;AngI;RotationFF
1192;0.5444;0.5407;-0.0690;-0.0000;58;56;0;-0.0183;0.1795;-0.0122;-0.0183;-0.0024
1193;0.5444;0.5407;-0.1379;-0.0000;56;54;0;-0.0305;0.1770;-0.0122;-0.0183;-0.0024
1194;0.5444;0.5370;-0.1379;-0.0000;54;52;0;-0.0427;0.1770;-0.0122;-0.0183;-0.0024
1195;0.5444;0.5370;-0.1379;-0.0000;50;50;0;-0.0549;0.1770;-0.0122;-0.0183;-0.0024
1196;0.5407;0.5333;-0.1379;-0.0000;52;52;0;-0.0427;0.1770;-0.0122;-0.0183;-0.0024
1197;0.5370;0.5333;-0.1034;-0.0000;56;54;0;-0.0305;0.1770;-0.0122;-0.0183;-0.0024
1198;0.5333;0.5296;0.0345;-0.0000;56;52;0;-0.0305;0.1770;-0.0122;-0.0183;-0.0024
1199;0.5333;0.5296;0.1379;-0.0000;58;52;0;-0.0305;0.1770;-0.0122;-0.0183;-0.0024
1200;0.5296;0.5259;0.2414;-0.0000;60;52;0;-0.0183;0.1746;-0.0366;-0.0183;-0.0024
1201;0.5259;0.5259;0.2759;-0.0000;60;50;0;-0.0183;0.1746;-0.0366;-0.0183;-0.0024
1202;0.5259;0.5222;0.3103;-0.0000;62;50;0;-0.0183;0.1746;-0.0366;-0.0183;-0.0024
1203;0.5259;0.5185;0.2414;-0.0000;56;46;0;-0.0427;0.1746;-0.0122;-0.0183;-0.0024
1204;0.5259;0.5185;0.1034;-0.0000;56;48;0;-0.0427;0.1746;-0.0122;-0.0183;-0.0024
1205;0.5185;0.5148;0.0690;-0.0000;58;52;0;-0.0183;0.1746;-0.0122;-0.0183;-0.0024
1206;0.5185;0.5148;-0.0000;-0.0000;56;52;0;-0.0305;0.1746;-0.0122;-0.0183;-0.0024
1207;0.5148;0.5111;-0.1034;-0.0000;56;52;0;-0.0305;0.1746;-0.0122;-0.0183;-0.0024
1208;0.5111;0.5111;-0.2414;-0.0000;56;56;0;-0.0183;0.1746;-0.0122;-0.0183;-0.0024
1209;0.5074;0.5074;-0.2759;-0.0000;58;58;0;-0.0061;0.1746;-0.0122;-0.0183;-0.0024
1210;0.5111;0.5074;-0.2069;-0.0000;52;52;0;-0.0305;0.1746;-0.0122;-0.0183;-0.0024
1211;0.5074;0.5037;-0.2069;-0.0000;54;54;0;-0.0183;0.1721;-0.0122;-0.0183;-0.0024
1212;0.5037;0.5037;-0.2069;-0.0000;56;56;0;-0.0061;0.1721;-0.0122;-0.0183;-0.0024
1213;0.5037;0.5000;-0.0345;-0.0000;56;52;0;-0.0183;0.1721;-0.0122;-0.0183;-0.0024
1214;0.4963;0.5000;0.1034;-0.0000;62;56;0;0.0061;0.1721;-0.0122;-0.0183;-0.0024
1215;0.4926;0.4963;0.1034;-0.0000;64;56;0;0.0061;0.1721;-0.0122;-0.0183;-0.0024
1216;0.4963;0.4963;0.1379;-0.0000;62;54;0;0.0061;0.1721;-0.0122;-0.0183;-0.0024
1217;0.4963;0.4963;0.1034;-0.0000;62;54;0;-0.0061;0.1721;-0.0122;-0.0183;-0.0024
1218;0.4926;0.4963;0.1379;-0.0000;64;56;0;0.0061;0.1746;-0.0122;-0.0183;-0.0024
1219;0.4889;0.4963;0.0345;-0.0000;65;60;0;0.0183;0.1746;-0.0122;-0.0183;-0.0024
1220;0.4926;0.4963;-0.0345;-0.0000;64;60;0;0.0183;0.1746;-0.0122;-0.0183;-0.0024
1221;0.4926;0.4963;-0.1034;-0.0000;62;58;0;0.0061;0.1746;-0.0122;-0.0183;-0.0024
1222;0.4926;0.4963;-0.0690;-0.0000;62;58;0;0.0061;0.1746;-0.0122;-0.0183;-0.0024
1223;0.4926;0.4963;-0.1724;-0.0000;62;60;0;0.0183;0.1746;-0.0122;-0.0183;-0.0024
1224;0.4889;0.4963;-0.1724;-0.0000;65;62;0;0.0305;0.1746;-0.0122;-0.0183;-0.0024
1225;0.4889;0.4963;-0.2414;-0.0000;67;65;0;0.0427;0.1746;-0.0122;-0.0183;-0.0024
1226;0.4926;0.4963;-0.2759;-0.0000;62;62;0;0.0061;0.1746;0.0122;-0.0183;-0.0024
1227;0.4926;0.4963;-0.2414;-0.0000;64;64;0;0.0183;0.1770;-0.0122;-0.0183;-0.0024
1228;0.4926;0.4963;-0.2069;-0.0000;62;60;0;0.0183;0.1770;-0.0122;-0.0183;-0.0024
1229;0.4926;0.4963;-0.1034;-0.0000;62;58;0;0.0061;0.1770;-0.0122;-0.0183;-0.0024
1230;0.4963;0.4963;-0.1379;-0.0000;60;58;0;-0.0061;0.1770;-0.0122;-0.0183;-0.0024
1231;0.4889;0.4963;-0.1034;-0.0000;67;64;0;0.0305;0.1770;-0.0122;-0.0183;-0.0024
1232;0.4889;0.4963;-0.0690;-0.0000;65;62;0;0.0183;0.1770;-0.0122;-0.0183;-0.0024
1233;0.4926;0.4963;-0.1379;-0.0000;64;62;0;0.0183;0.1770;-0.0122;-0.0183;-0.0024
1234;0.4889;0.4963;-0.1034;-0.0000;67;64;0;0.0305;0.1770;-0.0122;-0.0183;-0.0024
1235;0.4889;0.4963;-0.0690;-0.0000;65;62;0;0.0183;0.1795;-0.0122;-0.0183;-0.0024
1236;0.4889;0.4963;-0.1034;-0.0000;67;64;0;0.0305;0.1795;-0.0122;-0.0183;-0.0024
1237;0.4889;0.4963;-0.1379;-0.0000;65;62;0;0.0183;0.1795;-0.0122;-0.0183;-0.0024
1238;0.4926;0.4963;-0.2069;-0.0000;64;62;0;0.0183;0.1795;-0.0122;-0.0183;-0.0024
1239;0.4926;0.4963;-0.1379;-0.0000;62;60;0;0.0061;0.1795;-0.0122;-0.0183;-0.0024
1240;0.4963;0.4963;-0.1379;-0.0000;62;58;0;-0.0061;0.1795;-0.0122;-0.0183;-0.0024
1241;0.4926;0.4963;-0.2414;-0.0000;62;62;0;0.0183;0.1795;-0.0122;-0.0183;-0.0024
1242;0.4963;0.4963;-0.2759;-0.0000;58;58;0;-0.0183;0.1795;-0.0122;-0.0183;-0.0024
1243;0.4963;0.4963;-0.2759;-0.0000;60;60;0;0.0061;0.1795;0.0122;-0.0183;-0.0024
1244;0.5000;0.4963;-0.2069;-0.0000;56;56;0;-0.0183;0.1795;-0.0122;-0.0183;-0.0024
1245;0.5000;0.4963;-0.1724;-0.0000;56;54;0;-0.0305;0.1795;-0.0122;-0.0183;-0.0024
1246;0.4963;0.4963;-0.1724;-0.0000;58;56;0;-0.0061;0.1795;-0.0122;-0.0183;-0.0024
1247;0.4963;0.4963;-0.1724;-0.0000;58;56;0;-0.0183;0.1795;-0.0122;-0.0183;-0.0024
1248;0.4963;0.4963;-0.2069;-0.0000;60;60;0;-0.0061;0.1795;-0.0122;-0.0183;-0.0024
1249;0.4926;0.4963;-0.2414;-0.0000;62;62;0;0.0183;0.1795;-0.0122;-0.0183;-0.0024
1250;0.4963;0.4963;-0.1724;-0.0000;58;58;0;-0.0061;0.1795;-0.0122;-0.0183;-0.0024
1251;0.4963;0.4963;-0.1034;-0.0000;62;60;0;0.0061;0.1795;-0.0122;-0.0183;-0.0024
1252;0.4926;0.4963;-0.0690;-0.0000;64;62;0;0.0183;0.1795;-0.0122;-0.0183;-0.0024
1253;0.4926;0.4963;-0.0000;-0.0000;64;60;0;0.0061;0.1795;-0.0122;-0.0183;-0.0024
1254;0.4963;0.4963;-0.0000;-0.0000;62;58;0;0.0061;0.1795;-0.0122;-0.0183;-0.0024
1255;0.4926;0.4963;0.0690;-0.0000;65;60;0;0.0183;0.1795;-0.0122;-0.0183;-0.0024
1256;0.4889;0.4963;0.0345;-0.0000;67;64;0;0.0305;0.1795;-0.0122;-0.0183;-0.0024
1257;0.4926;0.4926;-0.0000;-0.0000;64;60;0;0.0061;0.1819;-0.0122;-0.0183;-0.0024
1258;0.4963;0.4926;-0.0000;-0.0000;56;52;0;-0.0305;0.1795;-0.0122;-0.0183;-0.0024
1259;0.4889;0.4889;0.1379;-0.0000;62;56;0;-0.0061;0.1795;-0.0122;-0.0183;-0.0024
1260;0.4926;0.4889;-0.1034;-0.0000;56;54;0;-0.0183;0.1795;-0.0122;-0.0183;-0.0024
1261;0.4889;0.4852;-0.0690;-0.0000;56;54;0;-0.0183;0.1795;-0.0122;-0.0183;-0.0024
1262;0.4852;0.4852;-0.2069;-0.0000;56;56;0;-0.0183;0.1795;-0.0122;-0.0183;-0.0024
1263;0.4889;0.4815;-0.2069;-0.0000;52;52;0;-0.0305;0.1795;-0.0122;-0.0183;-0.0024
1264;0.4889;0.4815;-0.1379;-0.0000;48;48;0;-0.0549;0.1795;-0.0122;-0.0183;-0.0024
1265;0.4889;0.4778;-0.1724;-0.0000;48;46;0;-0.0549;0.1795;-0.0122;-0.0183;-0.0024
1266;0.4778;0.4778;-0.2069;-0.0000;54;56;0;-0.0183;0.1795;-0.0122;-0.0183;-0.0024
1267;0.4778;0.4741;-0.2759;-0.0000;54;54;0;-0.0183;0.1770;0.0122;-0.0183;-0.0024
1268;0.4741;0.4704;-0.2759;-0.0000;56;58;0;-0.0061;0.1770;-0.0122;-0.0183;-0.0024
1269;0.4667;0.4704;-0.2069;-0.0000;60;60;0;0.0061;0.1770;-0.0122;-0.0183;-0.0024
1270;0.4667;0.4667;-0.1379;-0.0000;58;56;0;-0.0061;0.1770;-0.0122;-0.0183;-0.0024
1271;0.4704;0.4667;-0.0690;-0.0000;52;50;0;-0.0305;0.1770;-0.0122;-0.0183;-0.0024
1272;0.4667;0.4630;-0.0345;-0.0000;56;52;0;-0.0183;0.1770;-0.0122;-0.0183;-0.0024
1273;0.4667;0.4630;0.0345;-0.0000;52;48;0;-0.0305;0.1770;-0.0122;-0.0183;-0.0024
1274;0.4630;0.4593;0.0690;-0.0000;56;50;0;-0.0305;0.1770;-0.0122;-0.0183;-0.0024
1275;0.4593;0.4593;0.0690;-0.0000;56;52;0;-0.0183;0.1770;-0.0122;-0.0183;-0.0024
1276;0.4519;0.4556;-0.0000;-0.0000;62;58;0;0.0061;0.1770;-0.0122;-0.0183;-0.0024
1277;0.4519;0.4556;-0.0690;-0.0000;62;58;0;0.0061;0.1770;-0.0122;-0.0183;-0.0024
1278;0.4481;0.4519;-0.0345;-0.0000;62;58;0;0.0183;0.1770;-0.0122;-0.0183;-0.0024
1279;0.4481;0.4519;-0.1379;-0.0000;62;60;0;0.0061;0.1770;-0.0122;-0.0183;-0.0024
1280;0.4444;0.4481;-0.1724;-0.0000;60;60;0;0.0061;0.1770;-0.0122;-0.0183;-0.0024
1281;0.4444;0.4444;-0.2759;-0.0000;58;60;0;0.0061;0.1770;0.0122;-0.0183;-0.0024
1282;0.4519;0.4444;-0.3793;-0.0000;46;48;0;-0.0549;0.1770;0.0122;-0.0183;-0.0024
1283;0.4519;0.4407;-0.3793;-0.0000;46;50;0;-0.0427;0.1770;0.0122;-0.0183;-0.0024
1284;0.4519;0.4407;-0.3793;-0.0000;40;44;0;-0.0671;0.1770;0.0122;-0.0183;-0.0024
1285;0.4519;0.4370;-0.3103;-0.0000;40;44;0;-0.0671;0.1746;0.0122;-0.0061;-0.0024
1286;0.4481;0.4370;-0.2759;-0.0000;42;44;0;-0.0671;0.1746;-0.0122;-0.0061;-0.0024
1287;0.4370;0.4333;-0.2759;-0.0000;50;52;0;-0.0305;0.1746;0.0122;-0.0061;-0.0024
1288;0.4296;0.4333;-0.1724;-0.0000;56;58;0;0.0061;0.1746;-0.0122;-0.0061;-0.0024
1289;0.4259;0.4296;-0.0690;-0.0000;60;60;0;0.0183;0.1746;-0.0122;-0.0061;-0.0024
1290;0.4222;0.4296;0.0345;-0.0000;62;60;0;0.0305;0.1746;-0.0122;-0.0061;-0.0024
1291;0.4259;0.4259;0.1724;-0.0000;58;52;0;-0.0061;0.1746;-0.0122;-0.0061;-0.0024
1292;0.4370;0.4259;0.2069;-0.0000;44;36;0;-0.0794;0.1746;-0.0122;-0.0061;-0.0024
1293;0.4370;0.4222;0.2069;-0.0000;40;34;0;-0.0794;0.1746;-0.0122;-0.0061;-0.0024
1294;0.4333;0.4185;0.1724;-0.0000;44;38;0;-0.0671;0.1721;-0.0122;-0.0183;-0.0024
1295;0.4222;0.4185;0.1724;-0.0000;54;48;0;-0.0183;0.1721;-0.0122;-0.0183;-0.0024
1296;0.4148;0.4148;0.2414;-0.0000;60;54;0;0.0061;0.1721;-0.0122;-0.0183;-0.0024
1297;0.4074;0.4148;0.1379;-0.0000;64;58;0;0.0305;0.1746;-0.0122;-0.0183;-0.0024
1298;0.4111;0.4111;0.0345;-0.0000;58;56;0;0.0061;0.1746;-0.0122;-0.0183;-0.0024
1299;0.4111;0.4111;-0.0345;-0.0000;54;52;0;-0.0061;0.1746;-0.0122;-0.0183;-0.0024
1300;0.4185;0.4074;-0.1379;-0.0000;40;42;0;-0.0671;0.1721;-0.0122;-0.0183;-0.0024
1301;0.4185;0.4074;-0.2069;-0.0000;40;42;0;-0.0671;0.1721;-0.0122;-0.0183;-0.0024
1302;0.4148;0.4037;-0.1724;-0.0000;40;42;0;-0.0549;0.1721;-0.0122;-0.0183;-0.0024
1303;0.4111;0.4037;-0.2759;-0.0000;40;44;0;-0.0549;0.1721;-0.0122;-0.0061;-0.0024
1304;0.4037;0.4000;-0.2414;-0.0000;48;52;0;-0.0183;0.1697;-0.0122;-0.0061;-0.0024
1305;0.3926;0.4000;-0.1034;-0.0000;58;58;0;0.0183;0.1721;-0.0122;-0.0061;-0.0024
1306;0.3926;0.3963;-0.0345;-0.0000;56;56;0;0.0061;0.1721;-0.0122;-0.0061;-0.0024
1307;0.3963;0.3926;0.1379;-0.0000;52;48;0;-0.0183;0.1721;-0.0122;-0.0061;-0.0024
1308;0.3963;0.3926;0.2069;-0.0000;52;46;0;-0.0183;0.1721;-0.0122;-0.0183;-0.0024
1309;0.4000;0.3889;0.2414;-0.0000;46;38;0;-0.0549;0.1697;-0.0366;-0.0183;-0.0024
1310;0.3963;0.3889;0.2759;-0.0000;46;38;0;-0.0549;0.1697;-0.0366;-0.0183;-0.0024
1311;0.3963;0.3852;0.2414;-0.0000;44;36;0;-0.0549;0.1697;-0.0122;-0.0183;-0.0024
1312;0.3926;0.3852;0.2069;-0.0000;46;38;0;-0.0427;0.1697;-0.0122;-0.0183;-0.0024
1313;0.3815;0.3815;0.2069;-0.0000;56;50;0;0.0061;0.1697;-0.0122;-0.0183;-0.0024
1314;0.3778;0.3815;0.1379;-0.0000;56;52;0;0.0061;0.1697;-0.0122;-0.0183;-0.0024
1315;0.3778;0.3778;0.0690;-0.0000;52;48;0;-0.0061;0.1697;-0.0122;-0.0183;-0.0024
1316;0.3704;0.3778;0.0345;-0.0000;58;54;0;0.0183;0.1697;-0.0122;-0.0183;-0.0024
1317;0.3778;0.3741;-0.0345;-0.0000;48;48;0;-0.0183;0.1697;-0.0122;-0.0183;-0.0024
1318;0.3815;0.3704;-0.1034;-0.0000;40;40;0;-0.0549;0.1697;-0.0122;-0.0183;-0.0024
1319;0.3778;0.3704;-0.1724;-0.0000;40;40;0;-0.0549;0.1672;-0.0122;-0.0183;-0.0024
1320;0.3741;0.3667;-0.2414;-0.0000;44;48;0;-0.0305;0.1672;-0.0122;-0.0183;-0.0024
1321;0.3704;0.3667;-0.2069;-0.0000;46;46;0;-0.0305;0.1672;-0.0122;-0.0183;-0.0024
1322;0.3630;0.3630;-0.2069;-0.0000;50;50;0;-0.0061;0.1672;-0.0122;-0.0183;-0.0024
1323;0.3630;0.3630;-0.1379;-0.0000;50;50;0;-0.0061;0.1672;-0.0122;-0.0183;-0.0024
1324;0.3630;0.3593;0.0690;-0.0000;52;46;0;-0.0061;0.1672;-0.0122;-0.0183;-0.0024
1325;0.3593;0.3593;0.1379;-0.0000;50;46;0;-0.0183;0.1672;-0.0122;-0.0183;-0.0024
1326;0.3593;0.3556;0.1724;-0.0000;50;44;0;-0.0183;0.1672;-0.0122;-0.0183;-0.0024
1327;0.3593;0.3556;0.2069;-0.0000;48;40;0;-0.0305;0.1672;-0.0122;-0.0183;-0.0024
1328;0.3593;0.3519;0.2414;-0.0000;48;40;0;-0.0305;0.1672;-0.0122;-0.0183;-0.0024
1329;0.3481;0.3519;0.2069;-0.0000;54;46;0;-0.0061;0.1672;-0.0122;-0.0183;-0.0024
1330;0.3444;0.3481;0.1379;-0.0000;54;50;0;0.0061;0.1672;-0.0122;-0.0183;-0.0024
1331;0.3407;0.3444;-0.0345;-0.0000;54;52;0;0.0183;0.1672;-0.0122;-0.0183;-0.0024
1332;0.3444;0.3444;-0.1034;-0.0000;52;50;0;0.0061;0.1672;-0.0122;-0.0183;-0.0024
1333;0.3407;0.3407;-0.0690;-0.0000;52;52;0;0.0061;0.1672;-0.0122;-0.0183;-0.0024
1334;0.3407;0.3407;-0.1724;-0.0000;48;50;0;-0.0061;0.1672;-0.0122;-0.0183;-0.0024
1335;0.3370;0.3370;-0.2069;-0.0000;48;50;0;-0.0061;0.1672;-0.0122;-0.0183;-0.0024
1336;0.3407;0.3370;-0.2414;-0.0000;44;48;0;-0.0183;0.1672;-0.0122;-0.0183;-0.0024
1337;0.3333;0.3333;-0.1724;-0.0000;50;52;0;0.0061;0.1672;-0.0122;-0.0183;-0.0024
1338;0.3333;0.3333;-0.1379;-0.0000;46;48;0;-0.0183;0.1672;-0.0122;-0.0183;-0.0024
1339;0.3370;0.3296;-0.1034;-0.0000;44;44;0;-0.0305;0.1672;-0.0122;-0.0183;-0.0024
1340;0.3333;0.3296;-0.0690;-0.0000;44;42;0;-0.0305;0.1672;-0.0122;-0.0183;-0.0024
1341;0.3296;0.3259;-0.1034;-0.0000;44;44;0;-0.0305;0.1672;-0.0122;-0.0183;-0.0024
1342;0.3296;0.3259;-0.1034;-0.0000;44;44;0;-0.0305;0.1648;-0.0122;-0.0183;-0.0024
1343;0.3222;0.3222;-0.0690;-0.0000;46;46;0;-0.0183;0.1648;-0.0122;-0.0183;-0.0024
1344;0.3259;0.3185;0.0345;-0.0000;44;40;0;-0.0305;0.1648;-0.0122;-0.0183;-0.0024
1345;0.3259;0.3185;0.1724;-0.0000;44;38;0;-0.0427;0.1648;-0.0122;-0.0183;-0.0024
1346;0.3148;0.3148;0.3103;-0.0000;52;44;0;-0.0061;0.1648;-0.0366;-0.0183;-0.0024
1347;0.3148;0.3148;0.3448;-0.0000;52;42;0;-0.0061;0.1648;-0.0366;-0.0183;-0.0024
1348;0.3148;0.3111;0.3103;-0.0000;50;40;0;-0.0183;0.1648;-0.0366;-0.0183;-0.0024
1349;0.3148;0.3111;0.2414;-0.0000;46;38;0;-0.0305;0.1648;-0.0366;-0.0183;-0.0024
1350;0.3111;0.3074;0.1379;-0.0000;48;42;0;-0.0183;0.1648;-0.0122;-0.0183;-0.0024
1351;0.3111;0.3074;0.0690;-0.0000;46;40;0;-0.0305;0.1648;-0.0122;-0.0183;-0.0024
1352;0.3074;0.3037;-0.0345;-0.0000;46;44;0;-0.0183;0.1648;-0.0122;-0.0183;-0.0024
1353;0.3111;0.3037;-0.1724;-0.0000;36;38;0;-0.0427;0.1648;-0.0122;-0.0183;-0.0024
1354;0.3037;0.3000;-0.1724;-0.0000;44;44;0;-0.0183;0.1624;-0.0122;-0.0183;-0.0024
1355;0.3037;0.3000;-0.2069;-0.0000;38;40;0;-0.0305;0.1624;-0.0122;-0.0183;-0.0024
1356;0.3000;0.2963;-0.2069;-0.0000;40;42;0;-0.0305;0.1624;-0.0122;-0.0183;-0.0024
1357;0.2889;0.2926;-0.2069;-0.0000;50;52;0;0.0183;0.1624;-0.0122;-0.0183;-0.0024
1358;0.2889;0.2926;-0.2414;-0.0000;48;52;0;0.0183;0.1624;-0.0122;-0.0183;-0.0024
1359;0.2815;0.2889;-0.1724;-0.0000;54;54;0;0.0305;0.1648;-0.0122;-0.0183;-0.0024
1360;0.2815;0.2889;-0.1034;-0.0000;52;54;0;0.0305;0.1648;-0.0122;-0.0183;-0.0024
1361;0.2852;0.2852;-0.0690;-0.0000;48;48;0;0.0061;0.1648;-0.0122;-0.0183;-0.0024
1362;0.2926;0.2852;-0.0345;-0.0000;38;38;0;-0.0427;0.1648;-0.0122;-0.0183;-0.0024
1363;0.2889;0.2815;-0.0345;-0.0000;38;38;0;-0.0427;0.1624;-0.0122;-0.0183;-0.0024
1364;0.2889;0.2815;-0.0690;-0.0000;38;36;0;-0.0427;0.1624;-0.0122;-0.0183;-0.0024
1365;0.2852;0.2778;0.0345;-0.0000;38;36;0;-0.0427;0.1624;-0.0122;-0.0183;-0.0024
1366;0.2815;0.2778;0.0690;-0.0000;42;38;0;-0.0305;0.1624;-0.0122;-0.0183;-0.0024
1367;0.2741;0.2741;0.2069;-0.0000;46;40;0;-0.0183;0.1624;-0.0122;-0.0183;-0.0024
1368;0.2704;0.2704;0.2069;-0.0000;48;42;0;-0.0061;0.1624;-0.0122;-0.0183;-0.0024
1369;0.2630;0.2704;0.1724;-0.0000;54;48;0;0.0305;0.1624;-0.0122;-0.0183;-0.0024
1370;0.2630;0.2667;0.2414;-0.0000;52;46;0;0.0061;0.1624;-0.0366;-0.0183;-0.0024
1371;0.2667;0.2667;0.1379;-0.0000;48;44;0;-0.0061;0.1624;-0.0122;-0.0183;-0.0024
1372;0.2667;0.2630;0.0345;-0.0000;44;40;0;-0.0183;0.1624;-0.0122;-0.0183;-0.0024
1373;0.2667;0.2630;0.0345;-0.0000;40;38;0;-0.0305;0.1624;-0.0122;-0.0183;-0.0024
1374;0.2630;0.2593;-0.0345;-0.0000;42;40;0;-0.0183;0.1624;-0.0122;-0.0183;-0.0024
1375;0.2630;0.2593;-0.0690;-0.0000;38;38;0;-0.0305;0.1624;-0.0122;-0.0183;-0.0024
1376;0.2593;0.2556;-0.0000;-0.0000;40;38;0;-0.0305;0.1624;-0.0122;-0.0183;-0.0024
1377;0.2593;0.2556;-0.0000;-0.0000;40;38;0;-0.0305;0.1624;-0.0122;-0.0183;-0.0024
1378;0.2556;0.2519;-0.0000;-0.0000;40;38;0;-0.0183;0.1624;-0.0122;-0.0183;-0.0024
1379;0.2481;0.2519;-0.0345;-0.0000;46;44;0;-0.0061;0.1624;-0.0122;-0.0183;-0.0024
1380;0.2444;0.2481;-0.1379;-0.0000;48;48;0;0.0183;0.1624;-0.0122;-0.0183;-0.0024
1381;0.2481;0.2444;-0.1724;-0.0000;44;44;0;-0.0061;0.1624;-0.0122;-0.0183;-0.0024
1382;0.2444;0.2444;-0.2414;-0.0000;40;44;0;-0.0183;0.1624;-0.0122;-0.0183;-0.0024
1383;0.2444;0.2407;-0.2069;-0.0000;40;42;0;-0.0183;0.1624;-0.0122;-0.0183;-0.0024
1384;0.2407;0.2407;-0.1379;-0.0000;44;44;0;-0.0061;0.1624;-0.0122;-0.0183;-0.0024
1385;0.2370;0.2370;-0.0690;-0.0000;44;42;0;-0.0061;0.1624;-0.0122;-0.0183;-0.0024
1386;0.2370;0.2370;-0.0345;-0.0000;42;40;0;-0.0183;0.1624;-0.0122;-0.0183;-0.0024
1387;0.2407;0.2333;0.0345;-0.0000;36;32;0;-0.0427;0.1599;-0.0122;-0.0183;-0.0024
1388;0.2370;0.2333;-0.0000;-0.0000;40;36;0;-0.0305;0.1599;-0.0122;-0.0183;-0.0024
1389;0.2370;0.2296;0.1034;-0.0000;38;34;0;-0.0305;0.1599;-0.0122;-0.0183;-0.0024
1390;0.2333;0.2296;0.1034;-0.0000;40;36;0;-0.0305;0.1599;-0.0122;-0.0183;-0.0024
1391;0.2296;0.2259;0.0690;-0.0000;42;38;0;-0.0183;0.1599;-0.0122;-0.0183;-0.0024
1392;0.2296;0.2259;0.1379;-0.0000;40;34;0;-0.0305;0.1599;-0.0122;-0.0183;-0.0024
1393;0.2259;0.2222;0.0690;-0.0000;40;36;0;-0.0183;0.1599;-0.0122;-0.0183;-0.0024
1394;0.2259;0.2185;0.0345;-0.0000;38;34;0;-0.0305;0.1599;-0.0122;-0.0183;-0.0024
1395;0.2222;0.2185;-0.0000;-0.0000;38;34;0;-0.0305;0.1599;-0.0122;-0.0183;-0.0024
1396;0.2222;0.2148;-0.1034;-0.0000;34;32;0;-0.0427;0.1575;-0.0122;-0.0183;-0.0024
1397;0.2222;0.2148;-0.1724;-0.0000;34;34;0;-0.0427;0.1575;-0.0122;-0.0183;-0.0024
1398;0.2185;0.2111;-0.1724;-0.0000;34;34;0;-0.0305;0.1575;-0.0122;-0.0183;-0.0024
1399;0.2148;0.2111;-0.1724;-0.0000;34;36;0;-0.0305;0.1575;-0.0122;-0.0183;-0.0024
1400;0.2111;0.2074;-0.1034;-0.0000;40;38;0;-0.0183;0.1575;-0.0122;-0.0183;-0.0024
1401;0.2111;0.2074;-0.0345;-0.0000;36;34;0;-0.0305;0.1575;-0.0122;-0.0183;-0.0024
1402;0.2074;0.2037;-0.0345;-0.0000;40;36;0;-0.0183;0.1575;-0.0122;-0.0183;-0.0024
1403;0.2037;0.2037;0.0345;-0.0000;40;36;0;-0.0183;0.1575;-0.0122;-0.0183;-0.0024
1404;0.2037;0.2000;-0.0000;-0.0000;38;34;0;-0.0305;0.1575;-0.0122;-0.0183;-0.0024
1405;0.2037;0.2000;0.0345;-0.0000;36;32;0;-0.0305;0.1550;-0.0122;-0.0183;-0.0024
1406;0.2000;0.2000;0.1379;-0.0000;44;36;0;-0.0061;0.1550;-0.0122;-0.0183;-0.0024
1407;0.1926;0.2000;0.0690;-0.0000;48;42;0;0.0183;0.1575;-0.0122;-0.0183;-0.0024
1408;0.1926;0.2000;0.0690;-0.0000;48;42;0;0.0183;0.1575;-0.0122;-0.0183;-0.0024
1409;0.1889;0.2000;-0.0000;-0.0000;52;48;0;0.0305;0.1575;-0.0122;-0.0183;-0.0024
1410;0.1889;0.2000;-0.1034;-0.0000;50;48;0;0.0305;0.1575;-0.0122;-0.0183;-0.0024
1411;0.1889;0.2000;-0.0690;-0.0000;50;48;0;0.0305;0.1575;-0.0122;-0.0183;-0.0024
1412;0.1963;0.2000;-0.1034;-0.0000;46;44;0;0.0061;0.1575;-0.0122;-0.0183;-0.0024
1413;0.2000;0.2000;-0.1379;-0.0000;40;40;0;-0.0061;0.1575;-0.0122;-0.0183;-0.0024
1414;0.1926;0.2000;-0.1034;-0.0000;46;44;0;0.0183;0.1575;-0.0122;-0.0183;-0.0024
1415;0.1889;0.2000;-0.1724;-0.0000;50;50;0;0.0305;0.1599;-0.0122;-0.0183;-0.0024
1416;0.1852;0.2000;-0.0690;-0.0000;54;52;0;0.0549;0.1599;-0.0122;-0.0183;-0.0024
1417;0.1852;0.2000;0.0345;-0.0000;58;54;0;0.0671;0.1599;-0.0122;-0.0183;-0.0024
1418;0.1852;0.2000;-0.0000;-0.0000;58;54;0;0.0671;0.1624;-0.0122;-0.0183;-0.0024
1419;0.1926;0.2000;-0.0000;-0.0000;48;46;0;0.0183;0.1624;-0.0122;-0.0183;-0.0024
1420;0.2000;0.2000;-0.0000;-0.0000;40;36;0;-0.0183;0.1624;-0.0122;-0.0183;-0.0024
1421;0.2000;0.2000;-0.0000;-0.0000;40;36;0;-0.0183;0.1624;-0.0122;-0.0183;-0.0024
1422;0.1963;0.2000;-0.0000;-0.0000;46;42;0;0.0061;0.1624;-0.0122;-0.0183;-0.0024
1423;0.1926;0.2000;-0.1724;-0.0000;48;48;0;0.0305;0.1624;-0.0122;-0.0183;-0.0024
1424;0.1889;0.2000;-0.1724;-0.0000;52;52;0;0.0427;0.1624;-0.0122;-0.0183;-0.0024
1425;0.1889;0.2000;-0.0345;-0.0000;54;50;0;0.0427;0.1624;-0.0122;-0.0183;-0.0024
