Time(ms);ActualLinearVel;TargetLinearVel;ActualAngularVel;TargetAngularVel;PWML;PWMR;ImuDiff;VelP;VelI;AngP;AngI;RotationFF;LinearFF
0.0;0.0000;0.0009;-0.0010;0.0000;1;1;-0.0012;0.0047;-0.0012;-0.0000;-0.0000;0.0000;0.0000
0.5;0.0000;0.0018;0.0070;0.0000;1;1;-0.0012;0.0091;-0.0012;-0.0010;-0.0010;0.0000;0.0000
1.0;0.0000;0.0027;0.0090;0.0000;3;3;-0.0012;0.0149;-0.0012;-0.0010;-0.0010;0.0000;0.0000
1.5;0.0000;0.0037;-0.0050;0.0000;3;3;-0.0012;0.0193;0.0003;-0.0000;-0.0010;0.0000;0.0000
2.0;0.0000;0.0046;0.0020;0.0000;5;5;-0.0012;0.0237;0.0003;-0.0010;-0.0010;0.0000;0.0000
2.5;0.0000;0.0060;0.0050;0.0000;5;5;-0.0012;0.0296;0.0003;-0.0010;-0.0010;0.0000;0.0000
3.0;0.0000;0.0069;0.0040;0.0000;7;7;-0.0012;0.0340;0.0003;-0.0010;-0.0010;0.0000;0.0000
3.5;0.0000;0.0078;0.0030;0.0000;9;7;-0.0012;0.0398;0.0003;-0.0010;-0.0010;0.0000;0.0000
4.0;0.0000;0.0087;0.0030;0.0000;9;9;-0.0012;0.0442;0.0003;-0.0010;-0.0010;0.0000;0.0000
4.5;0.0000;0.0096;0.0050;0.0000;11;11;-0.0012;0.0486;0.0003;-0.0010;-0.0010;0.0000;0.0000
5.0;0.0000;0.0110;-0.0120;0.0000;11;11;-0.0012;0.0545;0.0018;-0.0000;-0.0010;0.0000;0.0000
5.5;0.0000;0.0119;-0.0170;0.0000;13;13;-0.0012;0.0589;0.0018;-0.0000;-0.0010;0.0000;0.0000
6.0;0.0000;0.0128;0.0070;0.0000;13;13;-0.0012;0.0648;0.0018;-0.0010;-0.0010;0.0000;0.0000
6.5;0.0000;0.0137;-0.0040;0.0000;15;15;-0.0012;0.0691;0.0018;-0.0000;-0.0010;0.0000;0.0000
7.0;0.0000;0.0147;-0.0080;0.0000;17;17;-0.0012;0.0735;0.0032;-0.0000;-0.0010;0.0000;0.0000
7.5;0.0000;0.0156;0.0050;0.0000;17;17;-0.0012;0.0794;0.0032;-0.0010;-0.0010;0.0000;0.0000
8.0;0.0000;0.0169;-0.0010;0.0000;19;19;-0.0012;0.0838;0.0032;-0.0000;-0.0010;0.0000;0.0000
